index,City,State,Country,Region,Market,LocationID
11037,Marignane,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,898
11043,Iserlohn,North Rhine-Westphalia,Germany,Western Europe,Europe,899
11044,Neuilly-sur-Seine,Ile-de-France,France,Western Europe,Europe,900
11046,Leicester,England,United Kingdom,Northern Europe,Europe,901
11049,Wigan,England,United Kingdom,Northern Europe,Europe,902
11054,Fiumicino,Lazio,Italy,Southern Europe,Europe,903
11059,Foggia,Apulia,Italy,Southern Europe,Europe,904
11060,Muret,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,905
11068,Baden-Baden,Baden-Württemberg,Germany,Western Europe,Europe,906
11069,Benidorm,Valenciana,Spain,Southern Europe,Europe,907
11074,Cormeilles-en-Parisis,Ile-de-France,France,Western Europe,Europe,908
11075,Saint-Malo,Brittany,France,Western Europe,Europe,909
11080,Oss,North Brabant,Netherlands,Western Europe,Europe,910
11081,Nanterre,Ile-de-France,France,Western Europe,Europe,911
11084,Domont,Ile-de-France,France,Western Europe,Europe,912
11085,Conflans-Sainte-Honorine,Ile-de-France,France,Western Europe,Europe,913
11086,Elda,Valenciana,Spain,Southern Europe,Europe,914
11090,Meyzieu,Auvergne-Rhône-Alpes,France,Western Europe,Europe,915
11091,Aprilia,Lazio,Italy,Southern Europe,Europe,916
11093,Widnes,England,United Kingdom,Northern Europe,Europe,917
11094,Molina de Segura,Murcia,Spain,Southern Europe,Europe,918
11097,Jena,Thuringia,Germany,Western Europe,Europe,919
11099,Cagliari,Sardinia,Italy,Southern Europe,Europe,920
11108,Cholet,Pays de la Loire,France,Western Europe,Europe,921
11109,Colchester,England,United Kingdom,Northern Europe,Europe,922
11110,Aschaffenburg,Bavaria,Germany,Western Europe,Europe,923
11117,Helsinki,Uusimaa,Finland,Northern Europe,Europe,924
11123,Sevran,Ile-de-France,France,Western Europe,Europe,925
11124,Maidenhead,England,United Kingdom,Northern Europe,Europe,926
11132,Las Rozas de Madrid,Madrid,Spain,Southern Europe,Europe,927
11135,Montesson,Ile-de-France,France,Western Europe,Europe,928
11141,Bari,Apulia,Italy,Southern Europe,Europe,929
11142,Amiens,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,930
11146,Chapel Allerton,England,United Kingdom,Northern Europe,Europe,931
11152,Kiel,Schleswig-Holstein,Germany,Western Europe,Europe,932
11154,Saint-Priest,Auvergne-Rhône-Alpes,France,Western Europe,Europe,933
11156,Saint-Cloud,Ile-de-France,France,Western Europe,Europe,934
11161,Bradford,England,United Kingdom,Northern Europe,Europe,935
11165,Hastings,England,United Kingdom,Northern Europe,Europe,936
11168,Le Plessis-Robinson,Ile-de-France,France,Western Europe,Europe,937
11171,Nantes,Pays de la Loire,France,Western Europe,Europe,938
11173,Fareham,England,United Kingdom,Northern Europe,Europe,939
11178,Novara,Piedmont,Italy,Southern Europe,Europe,940
11182,Montargis,Centre-Val de Loire,France,Western Europe,Europe,941
11186,Montpellier,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,942
11188,Toulouse,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,943
11191,Saint-Denis,Ile-de-France,France,Western Europe,Europe,944
11197,Ercolano,Campania,Italy,Southern Europe,Europe,945
11199,Ceuta,Ceuta,Spain,Southern Europe,Europe,946
11206,Angers,Pays de la Loire,France,Western Europe,Europe,947
11208,Seraing,Liège,Belgium,Western Europe,Europe,948
11212,South Shields,England,United Kingdom,Northern Europe,Europe,949
11213,Epinal,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,950
11214,Oberhausen,North Rhine-Westphalia,Germany,Western Europe,Europe,951
11218,Pulheim,North Rhine-Westphalia,Germany,Western Europe,Europe,952
11223,Gothenburg,Västra Götaland,Sweden,Northern Europe,Europe,953
11233,Molfetta,Apulia,Italy,Southern Europe,Europe,954
11251,Salamanca,Castile and León,Spain,Southern Europe,Europe,955
11253,Torrevieja,Valenciana,Spain,Southern Europe,Europe,956
11259,Genoa,Liguria,Italy,Southern Europe,Europe,957
11261,Hildesheim,Lower Saxony,Germany,Western Europe,Europe,958
11262,Yerres,Ile-de-France,France,Western Europe,Europe,959
11277,Dortmund,North Rhine-Westphalia,Germany,Western Europe,Europe,960
11278,Albacete,Castile-La Mancha,Spain,Southern Europe,Europe,961
11281,Nijmegen,Gelderland,Netherlands,Western Europe,Europe,962
11284,Vicenza,Veneto,Italy,Southern Europe,Europe,963
11286,Boulogne-Billancourt,Ile-de-France,France,Western Europe,Europe,964
11287,Lyon,Auvergne-Rhône-Alpes,France,Western Europe,Europe,965
11289,Stoke-on-Trent,England,United Kingdom,Northern Europe,Europe,966
11290,Tourcoing,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,967
11299,Toledo,Castile-La Mancha,Spain,Southern Europe,Europe,968
11303,Bologna,Emilia-Romagna,Italy,Southern Europe,Europe,969
11315,Denain,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,970
11316,Laval,Pays de la Loire,France,Western Europe,Europe,971
11328,Turin,Piedmont,Italy,Southern Europe,Europe,972
11331,Viersen,North Rhine-Westphalia,Germany,Western Europe,Europe,973
11338,Forbach,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,974
11339,Capelle aan den IJssel,South Holland,Netherlands,Western Europe,Europe,975
11354,Sesto San Giovanni,Lombardy,Italy,Southern Europe,Europe,976
11357,Nottingham,England,United Kingdom,Northern Europe,Europe,977
11363,Weimar,Thuringia,Germany,Western Europe,Europe,978
11364,Alcobendas,Madrid,Spain,Southern Europe,Europe,979
11367,Langen,Hesse,Germany,Western Europe,Europe,980
11369,Emmen,Drenthe,Netherlands,Western Europe,Europe,981
11371,Sindelfingen,Baden-Württemberg,Germany,Western Europe,Europe,982
11374,Annecy,Auvergne-Rhône-Alpes,France,Western Europe,Europe,983
11378,Lowestoft,England,United Kingdom,Northern Europe,Europe,984
11379,Dublin,Dublin,Ireland,Northern Europe,Europe,985
11380,Guyancourt,Ile-de-France,France,Western Europe,Europe,986
11382,Sagunto,Valenciana,Spain,Southern Europe,Europe,987
11383,Quimper,Brittany,France,Western Europe,Europe,988
11399,Erfurt,Thuringia,Germany,Western Europe,Europe,989
11403,Bremen,Bremen,Germany,Western Europe,Europe,990
11416,Carcassonne,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,991
11417,Barnsley,England,United Kingdom,Northern Europe,Europe,992
11421,York,England,United Kingdom,Northern Europe,Europe,993
11422,Almelo,Overijssel,Netherlands,Western Europe,Europe,994
11426,Garforth,England,United Kingdom,Northern Europe,Europe,995
11434,Aubervilliers,Ile-de-France,France,Western Europe,Europe,996
11438,Modena,Emilia-Romagna,Italy,Southern Europe,Europe,997
11443,Treviso,Veneto,Italy,Southern Europe,Europe,998
11445,Carpentras,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,999
11448,Badajoz,Extremadura,Spain,Southern Europe,Europe,1000
11451,Cognac,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1001
11455,Ludwigshafen am Rhein,Rhineland-Palatinate,Germany,Western Europe,Europe,1002
11462,Emden,Lower Saxony,Germany,Western Europe,Europe,1003
11474,Dordrecht,South Holland,Netherlands,Western Europe,Europe,1004
11478,Frankfurt,Hesse,Germany,Western Europe,Europe,1005
11480,Pescara,Abruzzi,Italy,Southern Europe,Europe,1006
11481,Odivelas,Lisboa,Portugal,Southern Europe,Europe,1007
11482,Reims,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1008
11493,Lincoln,England,United Kingdom,Northern Europe,Europe,1009
11499,Stavanger,Rogaland,Norway,Northern Europe,Europe,1010
11500,Coventry,England,United Kingdom,Northern Europe,Europe,1011
11504,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1012
11507,Schwerin,Mecklenburg-Vorpommern,Germany,Western Europe,Europe,1013
11513,Alfortville,Ile-de-France,France,Western Europe,Europe,1014
11516,Ponferrada,Castile and León,Spain,Southern Europe,Europe,1015
11519,Velbert,North Rhine-Westphalia,Germany,Western Europe,Europe,1016
11520,Massy,Ile-de-France,France,Western Europe,Europe,1017
11522,Le Chesnay,Ile-de-France,France,Western Europe,Europe,1018
11528,Marbella,Andalusía,Spain,Southern Europe,Europe,1019
11546,Solihull,England,United Kingdom,Northern Europe,Europe,1020
11558,Stockton-on-Tees,England,United Kingdom,Northern Europe,Europe,1021
11566,Aachen,North Rhine-Westphalia,Germany,Western Europe,Europe,1022
11571,Toulon,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1023
11582,Badalona,Catalonia,Spain,Southern Europe,Europe,1024
11586,Bottrop,North Rhine-Westphalia,Germany,Western Europe,Europe,1025
11587,Exeter,England,United Kingdom,Northern Europe,Europe,1026
11590,Reggio nell'Emilia,Emilia-Romagna,Italy,Southern Europe,Europe,1027
11593,Leeuwarden,Friesland,Netherlands,Western Europe,Europe,1028
11595,Colomiers,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1029
11602,Blackpool,England,United Kingdom,Northern Europe,Europe,1030
11606,Watford,England,United Kingdom,Northern Europe,Europe,1031
11609,Ingolstadt,Bavaria,Germany,Western Europe,Europe,1032
11611,Narbonne,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1033
11613,Clermont-Ferrand,Auvergne,France,Western Europe,Europe,1034
11619,Firminy,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1035
11620,Preston,England,United Kingdom,Northern Europe,Europe,1036
11623,Roubaix,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1037
11625,Acireale,Sicily,Italy,Southern Europe,Europe,1038
11628,Middlesbrough,England,United Kingdom,Northern Europe,Europe,1039
11629,Vesoul,Bourgogne-Franche-Comté,France,Western Europe,Europe,1040
11630,Pontoise,Ile-de-France,France,Western Europe,Europe,1041
11635,Palermo,Sicily,Italy,Southern Europe,Europe,1042
11637,Busto Arsizio,Lombardy,Italy,Southern Europe,Europe,1043
11638,Menton,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1044
11640,Le Havre,Normandy,France,Western Europe,Europe,1045
11641,Crotone,Calabria,Italy,Southern Europe,Europe,1046
11646,Bilbao,Basque Country,Spain,Southern Europe,Europe,1047
11647,Plymouth,England,United Kingdom,Northern Europe,Europe,1048
11649,Bron,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1049
11653,Reutlingen,Baden-Württemberg,Germany,Western Europe,Europe,1050
11673,Niort,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1051
11678,Bergen,Hordaland,Norway,Northern Europe,Europe,1052
11680,Garches,Ile-de-France,France,Western Europe,Europe,1053
11686,Bad Waldsee,Baden-Württemberg,Germany,Western Europe,Europe,1054
11699,Blois,Centre-Val de Loire,France,Western Europe,Europe,1055
11700,Halle,Saxony-Anhalt,Germany,Western Europe,Europe,1056
11705,Le Mans,Pays de la Loire,France,Western Europe,Europe,1057
11706,Andria,Apulia,Italy,Southern Europe,Europe,1058
11707,Trappes,Ile-de-France,France,Western Europe,Europe,1059
11710,Lorient,Brittany,France,Western Europe,Europe,1060
11711,Worcester,England,United Kingdom,Northern Europe,Europe,1061
11719,Cardiff,Wales,United Kingdom,Northern Europe,Europe,1062
11721,Sarreguemines,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1063
11723,Mougins,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1064
11725,Friedrichshafen,Baden-Württemberg,Germany,Western Europe,Europe,1065
11726,Bergisch Gladbach,North Rhine-Westphalia,Germany,Western Europe,Europe,1066
11729,Leverkusen,North Rhine-Westphalia,Germany,Western Europe,Europe,1067
11733,Kidderminster,England,United Kingdom,Northern Europe,Europe,1068
11738,Charleroi,Hainaut,Belgium,Western Europe,Europe,1069
11740,Modica,Sicily,Italy,Southern Europe,Europe,1070
11742,Bergen op Zoom,North Brabant,Netherlands,Western Europe,Europe,1071
11746,Solingen,North Rhine-Westphalia,Germany,Western Europe,Europe,1072
11756,Worms,Rhineland-Palatinate,Germany,Western Europe,Europe,1073
11760,Velletri,Lazio,Italy,Southern Europe,Europe,1074
11763,Jerez de la Frontera,Andalusía,Spain,Southern Europe,Europe,1075
11764,Menden,North Rhine-Westphalia,Germany,Western Europe,Europe,1076
11765,Leuven,Flemish Brabant,Belgium,Western Europe,Europe,1077
11768,Toul,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1078
11769,Utrecht,Utrecht,Netherlands,Western Europe,Europe,1079
11779,Eskilstuna,Södermanland,Sweden,Northern Europe,Europe,1080
11785,Digne-les-Bains,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1081
11791,Bruges,West Flanders,Belgium,Western Europe,Europe,1082
11792,Hagen,North Rhine-Westphalia,Germany,Western Europe,Europe,1083
11794,Copenhagen,Hovedstaden,Denmark,Northern Europe,Europe,1084
11806,Graz,Styria,Austria,Western Europe,Europe,1085
11808,Latina,Lazio,Italy,Southern Europe,Europe,1086
11809,Geneva,Geneva,Switzerland,Western Europe,Europe,1087
11810,Ajaccio,Corsica,France,Western Europe,Europe,1088
11814,Tulle,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1089
11818,Versailles,Ile-de-France,France,Western Europe,Europe,1090
11824,Siegen,North Rhine-Westphalia,Germany,Western Europe,Europe,1091
11827,Oslo,Oslo,Norway,Northern Europe,Europe,1092
11838,Valenciennes,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1093
11839,Bristol,England,United Kingdom,Northern Europe,Europe,1094
11850,Mulhouse,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1095
11851,Neu-Ulm,Bavaria,Germany,Western Europe,Europe,1096
11855,Pistoia,Tuscany,Italy,Southern Europe,Europe,1097
11868,Waterlooville,England,United Kingdom,Northern Europe,Europe,1098
11877,Oldenburg,Lower Saxony,Germany,Western Europe,Europe,1099
11880,Oxford,England,United Kingdom,Northern Europe,Europe,1100
11882,Walsall,England,United Kingdom,Northern Europe,Europe,1101
11883,Bayeux,Normandy,France,Western Europe,Europe,1102
11890,Brescia,Lombardy,Italy,Southern Europe,Europe,1103
11896,Schiedam,South Holland,Netherlands,Western Europe,Europe,1104
11906,Saint-Chamond,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1105
11913,Troisdorf,North Rhine-Westphalia,Germany,Western Europe,Europe,1106
11933,Villeneuve-d'Ascq,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1107
11935,Bobigny,Ile-de-France,France,Western Europe,Europe,1108
11936,Vallauris,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1109
11937,Echirolles,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1110
11941,Flers,Normandy,France,Western Europe,Europe,1111
11942,Bar-le-Duc,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1112
11945,Recklinghausen,North Rhine-Westphalia,Germany,Western Europe,Europe,1113
11964,Ghent,East Flanders,Belgium,Western Europe,Europe,1114
11965,Birkenhead,England,United Kingdom,Northern Europe,Europe,1115
11984,Dax,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1116
11985,Amadora,Lisboa,Portugal,Southern Europe,Europe,1117
12002,El Ejido,Andalusía,Spain,Southern Europe,Europe,1118
12005,Fuengirola,Andalusía,Spain,Southern Europe,Europe,1119
12007,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1120
12009,Castres,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1121
12019,Winterthur,Zürich,Switzerland,Western Europe,Europe,1122
12029,Altamura,Apulia,Italy,Southern Europe,Europe,1123
12030,Montreuil,Ile-de-France,France,Western Europe,Europe,1124
12032,Clamart,Ile-de-France,France,Western Europe,Europe,1125
12033,Reus,Catalonia,Spain,Southern Europe,Europe,1126
12035,Innsbruck,Tyrol,Austria,Western Europe,Europe,1127
12038,Enschede,Overijssel,Netherlands,Western Europe,Europe,1128
12043,Weston-super-Mare,England,United Kingdom,Northern Europe,Europe,1129
12045,Calais,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1130
12052,La Roche-sur-Yon,Pays de la Loire,France,Western Europe,Europe,1131
12054,Norwich,England,United Kingdom,Northern Europe,Europe,1132
12055,Pierrefitte-sur-Seine,Ile-de-France,France,Western Europe,Europe,1133
12064,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1134
12068,Prato,Tuscany,Italy,Southern Europe,Europe,1135
12070,Gradignan,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1136
12073,Garbsen,Lower Saxony,Germany,Western Europe,Europe,1137
12076,Oyonnax,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1138
12083,Dinslaken,North Rhine-Westphalia,Germany,Western Europe,Europe,1139
12085,Basel,Basel-Stadt,Switzerland,Western Europe,Europe,1140
12091,Wakefield,England,United Kingdom,Northern Europe,Europe,1141
12102,Noisy-le-Sec,Ile-de-France,France,Western Europe,Europe,1142
12103,Maisons-Laffitte,Ile-de-France,France,Western Europe,Europe,1143
12106,Detmold,North Rhine-Westphalia,Germany,Western Europe,Europe,1144
12113,Frontignan,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1145
12139,Agen,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1146
12143,Villingen-Schwenningen,Baden-Württemberg,Germany,Western Europe,Europe,1147
12146,Heidelberg,Baden-Württemberg,Germany,Western Europe,Europe,1148
12149,Eastbourne,England,United Kingdom,Northern Europe,Europe,1149
12154,Talavera de la Reina,Castile-La Mancha,Spain,Southern Europe,Europe,1150
12157,Tarbes,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1151
12158,Portsmouth,England,United Kingdom,Northern Europe,Europe,1152
12177,Cluses,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1153
12192,Battipaglia,Campania,Italy,Southern Europe,Europe,1154
12193,Rostock,Mecklenburg-Vorpommern,Germany,Western Europe,Europe,1155
12197,Courbevoie,Ile-de-France,France,Western Europe,Europe,1156
12201,Bonn,North Rhine-Westphalia,Germany,Western Europe,Europe,1157
12213,Blackburn,England,United Kingdom,Northern Europe,Europe,1158
12214,Dudley,England,United Kingdom,Northern Europe,Europe,1159
12220,Moers,North Rhine-Westphalia,Germany,Western Europe,Europe,1160
12222,Chaumont,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1161
12226,Mitry-Mory,Ile-de-France,France,Western Europe,Europe,1162
12231,Heerlen,Limburg,Netherlands,Western Europe,Europe,1163
12233,Borken,North Rhine-Westphalia,Germany,Western Europe,Europe,1164
12237,Leiden,South Holland,Netherlands,Western Europe,Europe,1165
12240,Longjumeau,Ile-de-France,France,Western Europe,Europe,1166
12245,Aberdeen,Scotland,United Kingdom,Northern Europe,Europe,1167
12248,Montauban,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1168
12263,Maidstone,England,United Kingdom,Northern Europe,Europe,1169
12265,Sceaux,Ile-de-France,France,Western Europe,Europe,1170
12267,Gennevilliers,Ile-de-France,France,Western Europe,Europe,1171
12269,Bagneux,Ile-de-France,France,Western Europe,Europe,1172
12272,Les Pennes-Mirabeau,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1173
12279,Anglet,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,1174
12286,Frederiksberg,Hovedstaden,Denmark,Northern Europe,Europe,1175
12292,Trento,Trentino-Alto Adige,Italy,Southern Europe,Europe,1176
12296,Bastia,Corsica,France,Western Europe,Europe,1177
12331,Dieppe,Normandy,France,Western Europe,Europe,1178
12334,Grenoble,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1179
12336,Pamplona,Navarra,Spain,Southern Europe,Europe,1180
12350,Drammen,Buskerud,Norway,Northern Europe,Europe,1181
12353,Mons-en-Baroeul,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1182
12370,Valladolid,Castile and León,Spain,Southern Europe,Europe,1183
12373,Swansea,Wales,United Kingdom,Northern Europe,Europe,1184
12374,High Wycombe,England,United Kingdom,Northern Europe,Europe,1185
12383,Villemomble,Ile-de-France,France,Western Europe,Europe,1186
12391,Perugia,Umbria,Italy,Southern Europe,Europe,1187
12393,Montmorency,Ile-de-France,France,Western Europe,Europe,1188
12401,Dorsten,North Rhine-Westphalia,Germany,Western Europe,Europe,1189
12415,Sète,Languedoc-Roussillon-Midi-Pyrénées,France,Western Europe,Europe,1190
12416,Elx,Valenciana,Spain,Southern Europe,Europe,1191
12426,Avon,Ile-de-France,France,Western Europe,Europe,1192
12428,Ferndown,England,United Kingdom,Northern Europe,Europe,1193
12440,Como,Lombardy,Italy,Southern Europe,Europe,1194
12445,Istres,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1195
12463,Bagnolet,Ile-de-France,France,Western Europe,Europe,1196
12465,Stevenage,England,United Kingdom,Northern Europe,Europe,1197
12471,Paderborn,North Rhine-Westphalia,Germany,Western Europe,Europe,1198
12474,Villefontaine,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1199
12490,Gloucester,England,United Kingdom,Northern Europe,Europe,1200
12501,Mantes-la-Ville,Ile-de-France,France,Western Europe,Europe,1201
12510,Venice,Veneto,Italy,Southern Europe,Europe,1202
12533,Les Mureaux,Ile-de-France,France,Western Europe,Europe,1203
12539,Peterborough,England,United Kingdom,Northern Europe,Europe,1204
12542,Anzio,Lazio,Italy,Southern Europe,Europe,1205
12544,Schweinfurt,Bavaria,Germany,Western Europe,Europe,1206
12545,Shrewsbury,England,United Kingdom,Northern Europe,Europe,1207
12566,Marsala,Sicily,Italy,Southern Europe,Europe,1208
12569,Boulogne-sur-Mer,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1209
12576,Legnano,Lombardy,Italy,Southern Europe,Europe,1210
12579,Upplands Väsby,Stockholm,Sweden,Northern Europe,Europe,1211
12581,Coudekerque-Branche,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1212
12597,Worthing,England,United Kingdom,Northern Europe,Europe,1213
12610,La Ciotat,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1214
12639,Sunderland,England,United Kingdom,Northern Europe,Europe,1215
12646,Ipswich,England,United Kingdom,Northern Europe,Europe,1216
12655,Hamm,North Rhine-Westphalia,Germany,Western Europe,Europe,1217
12661,Grosseto,Tuscany,Italy,Southern Europe,Europe,1218
12677,Guidonia Montecelio,Lazio,Italy,Southern Europe,Europe,1219
12684,Aix-en-Provence,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1220
12686,Redditch,England,United Kingdom,Northern Europe,Europe,1221
12697,Hautmont,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1222
12698,Meaux,Ile-de-France,France,Western Europe,Europe,1223
12700,Tremblay-en-France,Ile-de-France,France,Western Europe,Europe,1224
12701,Bognor Regis,England,United Kingdom,Northern Europe,Europe,1225
12705,Langenhagen,Lower Saxony,Germany,Western Europe,Europe,1226
12732,Bonneuil-sur-Marne,Ile-de-France,France,Western Europe,Europe,1227
12741,Potsdam,Brandenburg,Germany,Western Europe,Europe,1228
12745,Bergamo,Lombardy,Italy,Southern Europe,Europe,1229
12748,Martigues,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1230
12750,Thonon-les-Bains,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1231
12779,Feira,Aveiro,Portugal,Southern Europe,Europe,1232
12782,Margate,England,United Kingdom,Northern Europe,Europe,1233
12784,Roanne,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1234
12790,Manresa,Catalonia,Spain,Southern Europe,Europe,1235
12798,Arles,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1236
12803,Parma,Emilia-Romagna,Italy,Southern Europe,Europe,1237
12810,Brussels,Brussels,Belgium,Western Europe,Europe,1238
12827,Franconville,Ile-de-France,France,Western Europe,Europe,1239
12854,Carquefou,Pays de la Loire,France,Western Europe,Europe,1240
12855,Villeneuve-la-Garenne,Ile-de-France,France,Western Europe,Europe,1241
12869,Saint-Germain-en-Laye,Ile-de-France,France,Western Europe,Europe,1242
12873,La Madeleine,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1243
12874,Gagny,Ile-de-France,France,Western Europe,Europe,1244
12876,Sonderborg,South Denmark,Denmark,Northern Europe,Europe,1245
12884,Nieuwegein,Utrecht,Netherlands,Western Europe,Europe,1246
12885,Thionville,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,1247
12895,Faches-Thumesnil,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1248
12896,Rosny-sous-Bois,Ile-de-France,France,Western Europe,Europe,1249
12907,Darmstadt,Hesse,Germany,Western Europe,Europe,1250
12912,Bondy,Ile-de-France,France,Western Europe,Europe,1251
12919,Zamora,Castile and León,Spain,Southern Europe,Europe,1252
12929,Ferrara,Emilia-Romagna,Italy,Southern Europe,Europe,1253
12936,Torquay,England,United Kingdom,Northern Europe,Europe,1254
12941,Annonay,Auvergne-Rhône-Alpes,France,Western Europe,Europe,1255
12949,Kerpen,North Rhine-Westphalia,Germany,Western Europe,Europe,1256
12950,Les Herbiers,Pays de la Loire,France,Western Europe,Europe,1257
12953,Eindhoven,North Brabant,Netherlands,Western Europe,Europe,1258
12954,Nicosia,Nicosia,Cyprus,Southern Europe,Europe,1259
12956,Cottbus,Brandenburg,Germany,Western Europe,Europe,1260
12975,Corbeil-Essonnes,Ile-de-France,France,Western Europe,Europe,1261
12982,Barletta,Apulia,Italy,Southern Europe,Europe,1262
12983,Groningen,Groningen,Netherlands,Western Europe,Europe,1263
12985,Lons-le-Saunier,Bourgogne-Franche-Comté,France,Western Europe,Europe,1264
12988,Gap,Provence-Alpes-Côte d'Azur,France,Western Europe,Europe,1265
12989,Galway,Galway,Ireland,Northern Europe,Europe,1266
12991,Passau,Bavaria,Germany,Western Europe,Europe,1267
13015,Coslada,Madrid,Spain,Southern Europe,Europe,1268
13019,Morley,England,United Kingdom,Northern Europe,Europe,1269
13034,Malakoff,Ile-de-France,France,Western Europe,Europe,1270
13036,Zaanstad,North Holland,Netherlands,Western Europe,Europe,1271
13054,Livingston,Scotland,United Kingdom,Northern Europe,Europe,1272
13071,Girona,Catalonia,Spain,Southern Europe,Europe,1273
13074,Günzburg,Bavaria,Germany,Western Europe,Europe,1274
13075,Gera,Thuringia,Germany,Western Europe,Europe,1275
13084,La Spezia,Liguria,Italy,Southern Europe,Europe,1276
13087,Bolton,England,United Kingdom,Northern Europe,Europe,1277
13091,Pontivy,Brittany,France,Western Europe,Europe,1278
13101,Neuilly-sur-Marne,Ile-de-France,France,Western Europe,Europe,1279
13106,Brindisi,Apulia,Italy,Southern Europe,Europe,1280
13112,Villejuif,Ile-de-France,France,Western Europe,Europe,1281
13113,Clichy-sous-Bois,Ile-de-France,France,Western Europe,Europe,1282
13117,Cheltenham,England,United Kingdom,Northern Europe,Europe,1283
13120,Bry-sur-Marne,Ile-de-France,France,Western Europe,Europe,1284
13129,Farnborough,England,United Kingdom,Northern Europe,Europe,1285
13133,Wattrelos,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1286
13134,El Prat de Llobregat,Catalonia,Spain,Southern Europe,Europe,1287
13145,Paisley,Scotland,United Kingdom,Northern Europe,Europe,1288
13149,Flensburg,Schleswig-Holstein,Germany,Western Europe,Europe,1289
13154,Suresnes,Ile-de-France,France,Western Europe,Europe,1290
13155,Alkmaar,North Holland,Netherlands,Western Europe,Europe,1291
13156,Nogent-sur-Oise,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,1292
